Employee ID,Skill Set,Experience Level,Availability (%),Job Role,Salary (USD),Performance Score,Assigned Product ID,Development Timeline (Months),Task Completion Time (Days),Tool and Software Usage,Team Communication Metrics
EMP0256,Project Management,Junior,61,Developer,62912,1.4,PDD0128,11,16.49778132598435,Jira,1.3
EMP0257,Project Management,Mid,55,Developer,64058,4.6,PDD0585,7,10.439903273665117,Slack,4.7
EMP0258,Project Management,Senior,79,Project Manager,139101,4.6,PDD0892,10,14.938787584075428,Jira,4.6
EMP0259,Software Development,Junior,86,Developer,134013,2.5,PDD0728,7,10.42059612016612,Jira,2.4
EMP0260,Project Management,Senior,77,Project Manager,137591,3.6,PDD0146,2,3.0926946492230103,Jira,3.5
EMP0261,Software Development,Senior,59,Developer,84929,4.1,PDD0829,2,3.008599325985055,GitHub,4.1
EMP0262,Project Management,Mid,77,Designer,117825,4.3,PDD0684,11,16.398053621677796,Slack,4.2
EMP0263,Data Analysis,Senior,55,Project Manager,63840,3.9,PDD0841,11,16.58636046226696,Slack,4.0
EMP0264,Market Analysis,Senior,58,Analyst,110333,3.0,PDD0181,3,4.613226196738363,Slack,3.0
EMP0265,Project Management,Mid,73,Analyst,144439,3.8,PDD0824,7,10.469277272035194,Jira,3.7
EMP0266,Product Design,Senior,67,Developer,116929,4.8,PDD0102,1,1.4316917055348046,Jira,5.0
EMP0267,Market Analysis,Mid,53,Designer,89368,2.9,PDD0802,8,12.135685781516337,Slack,2.9
EMP0268,Product Design,Senior,94,Designer,66576,1.3,PDD0673,4,6.180154534481469,Slack,1.4
EMP0269,Market Analysis,Junior,72,Developer,123797,4.2,PDD0772,6,9.119493938200376,Jira,4.3
EMP0270,Project Management,Junior,76,Analyst,94325,3.9,PDD0724,5,7.493273532452868,Slack,4.0
EMP0271,Data Analysis,Junior,53,Developer,134837,2.2,PDD0407,1,1.4264751427032474,Slack,2.1
EMP0272,Project Management,Mid,62,Designer,93878,3.4,PDD0306,5,7.299754144328034,Jira,3.4
EMP0273,Software Development,Mid,60,Developer,134860,1.3,PDD0932,5,7.62091320974444,Jira,1.4
EMP0274,Product Design,Mid,60,Developer,76768,2.9,PDD0730,7,10.350316889524857,Jira,2.9
EMP0275,Market Analysis,Mid,68,Developer,62872,2.6,PDD0959,9,13.413319722041471,GitHub,2.5
EMP0276,Data Analysis,Mid,82,Designer,136140,2.0,PDD0683,9,13.455010146831542,GitHub,2.1
EMP0277,Product Design,Mid,63,Analyst,82522,1.6,PDD0961,1,1.5578295952861632,GitHub,1.6
EMP0278,Data Analysis,Senior,62,Project Manager,131716,2.4,PDD0295,5,7.223759430175179,Slack,2.5
EMP0279,Product Design,Junior,56,Developer,135137,4.7,PDD0939,4,6.008556034766731,Slack,4.7
EMP0280,Project Management,Mid,82,Project Manager,146108,3.1,PDD0032,7,10.672234401559223,GitHub,3.1
EMP0281,Software Development,Senior,81,Project Manager,110653,1.8,PDD0240,5,7.435465745204025,Slack,1.5
EMP0282,Product Design,Senior,94,Analyst,54836,4.3,PDD0115,2,3.071293001942312,Slack,4.3
EMP0283,Data Analysis,Mid,86,Analyst,141554,2.1,PDD0860,11,16.452446892321593,Jira,2.2
EMP0284,Project Management,Junior,57,Designer,78843,4.2,PDD0088,4,6.02815075799299,GitHub,4.1
EMP0285,Market Analysis,Mid,95,Project Manager,111734,1.1,PDD0525,10,14.985346141373928,Slack,1.0
EMP0286,Market Analysis,Junior,83,Project Manager,140634,4.7,PDD0956,4,5.899094146418156,Jira,4.7
EMP0287,Project Management,Junior,68,Developer,52313,3.1,PDD0353,10,15.049576203552991,Slack,3.0
EMP0288,Market Analysis,Mid,85,Developer,110543,4.1,PDD0012,3,4.523965621525132,Jira,4.0
EMP0289,Data Analysis,Junior,83,Analyst,135345,2.3,PDD0417,11,16.505554222715624,Slack,2.4
EMP0290,Software Development,Junior,85,Analyst,139943,4.4,PDD0637,5,7.650599004970152,Jira,4.4
EMP0291,Project Management,Junior,55,Analyst,105688,3.8,PDD0142,8,11.991704598874934,Jira,3.9
EMP0292,Software Development,Mid,99,Designer,106277,1.2,PDD0013,2,3.0364989194174044,Slack,1.1
EMP0293,Software Development,Junior,50,Project Manager,93365,1.2,PDD0688,11,16.42851171502406,Slack,1.2
EMP0294,Project Management,Junior,94,Designer,117181,2.4,PDD0061,2,3.069529252060168,Slack,2.5
EMP0295,Product Design,Senior,79,Project Manager,142895,1.2,PDD0319,9,13.380548718332857,GitHub,1.2
EMP0296,Data Analysis,Mid,64,Analyst,72535,1.2,PDD0953,5,7.511319450264865,GitHub,1.0
EMP0297,Project Management,Junior,58,Designer,111460,2.5,PDD0677,2,2.9541490812319995,GitHub,2.5
EMP0298,Data Analysis,Mid,78,Designer,91167,1.9,PDD0347,2,3.042645236148567,GitHub,1.9
EMP0299,Software Development,Mid,51,Project Manager,89008,2.4,PDD0644,3,4.421067872032814,GitHub,2.5
EMP0300,Software Development,Senior,79,Project Manager,112296,2.6,PDD0708,9,13.546564009118455,Jira,2.6
EMP0301,Product Design,Senior,95,Designer,63042,1.3,PDD0232,6,9.001228609701917,GitHub,1.3
EMP0302,Software Development,Junior,53,Developer,138678,3.4,PDD0185,1,1.6342222089813168,Slack,3.3
EMP0303,Project Management,Junior,68,Project Manager,83029,2.4,PDD0367,10,14.824380373991767,Jira,2.5
EMP0304,Data Analysis,Junior,69,Project Manager,115475,4.0,PDD0830,3,4.405772882386801,GitHub,4.1
EMP0305,Product Design,Mid,54,Designer,81254,5.0,PDD0272,5,7.442630942156461,Slack,4.9
EMP0306,Project Management,Senior,58,Analyst,106648,2.5,PDD0039,4,6.026143288596071,GitHub,2.6
EMP0307,Data Analysis,Senior,69,Developer,116147,4.0,PDD0831,5,7.541636325833244,GitHub,3.9
EMP0308,Data Analysis,Junior,98,Analyst,110874,2.2,PDD0872,1,1.5567696234782251,Slack,2.3
EMP0309,Market Analysis,Senior,65,Designer,142789,4.2,PDD0594,1,1.5207988088869697,Jira,4.2
EMP0310,Market Analysis,Mid,98,Analyst,142555,3.7,PDD0784,2,2.994467463946662,GitHub,3.8
EMP0311,Project Management,Junior,69,Analyst,108082,2.0,PDD0687,9,13.447384466159813,Jira,2.1
EMP0312,Product Design,Senior,69,Designer,111382,2.8,PDD0479,3,4.576235464177206,Jira,2.6
EMP0313,Data Analysis,Junior,75,Project Manager,115720,4.2,PDD0218,8,11.922997020846065,Jira,4.2
EMP0314,Data Analysis,Mid,88,Analyst,67052,3.8,PDD0023,10,15.039596725279187,Jira,3.9
EMP0315,Project Management,Mid,82,Designer,93732,1.1,PDD0948,3,4.517645190040545,GitHub,1.2
EMP0316,Product Design,Junior,61,Designer,122002,1.0,PDD0632,3,4.343492037310447,Jira,1.0
EMP0317,Software Development,Junior,70,Designer,78220,4.0,PDD0378,9,13.540479969273585,Jira,3.9
EMP0318,Product Design,Senior,72,Analyst,104012,2.8,PDD0376,9,13.763179128759035,Slack,2.9
EMP0319,Software Development,Mid,69,Project Manager,108940,3.0,PDD0624,11,16.702096153455745,Jira,3.0
EMP0320,Data Analysis,Mid,72,Analyst,137413,4.9,PDD0112,2,3.112191913746503,Jira,5.0
EMP0321,Market Analysis,Junior,98,Analyst,66599,1.5,PDD0954,8,12.06150663720667,GitHub,1.5
EMP0322,Market Analysis,Senior,96,Developer,65389,1.1,PDD0706,11,16.387556866806513,Jira,1.0
EMP0323,Project Management,Junior,55,Analyst,125006,1.8,PDD0313,11,16.54137968259756,Slack,1.8
EMP0324,Product Design,Junior,94,Designer,65642,3.9,PDD0166,9,13.711296174722138,Slack,4.0
EMP0325,Product Design,Junior,61,Designer,143660,1.7,PDD0971,7,10.446213494724818,Slack,1.7
EMP0326,Software Development,Mid,84,Developer,112843,3.1,PDD0517,8,11.84482835651523,Jira,3.1
EMP0327,Project Management,Junior,57,Developer,120173,4.4,PDD0815,1,1.590236030666294,Slack,4.2
EMP0328,Product Design,Junior,76,Developer,54963,4.4,PDD0910,2,2.9238723363763652,GitHub,4.3
EMP0329,Project Management,Senior,65,Developer,71686,1.8,PDD0208,8,11.895351132502265,Jira,1.8
EMP0330,Software Development,Junior,96,Analyst,102374,4.6,PDD0048,3,4.535584440741316,GitHub,4.6
EMP0331,Data Analysis,Senior,81,Analyst,71796,5.0,PDD0553,7,10.588468818461664,Jira,4.9
EMP0332,Project Management,Junior,78,Designer,65257,4.9,PDD0179,7,10.514832653658598,Jira,4.8
EMP0333,Market Analysis,Mid,56,Analyst,108097,4.6,PDD0037,8,12.088095725700354,GitHub,4.4
EMP0334,Data Analysis,Junior,65,Developer,131470,1.3,PDD0149,8,12.134027350190628,Jira,1.5
EMP0335,Product Design,Mid,78,Project Manager,59124,3.5,PDD0392,8,12.04867562379045,GitHub,3.6
EMP0336,Software Development,Junior,74,Developer,118018,2.8,PDD0206,5,7.560692713866123,Slack,2.8
EMP0337,Software Development,Mid,92,Developer,59027,2.1,PDD0137,1,1.4711489535317288,GitHub,2.0
EMP0338,Market Analysis,Mid,85,Project Manager,121373,2.3,PDD0396,9,13.689764395464023,Jira,2.2
EMP0339,Project Management,Junior,97,Project Manager,132283,4.8,PDD0975,11,16.553847423982027,Slack,4.8
EMP0340,Market Analysis,Senior,53,Developer,53774,4.8,PDD0537,11,16.55023983869992,Jira,4.7
EMP0341,Project Management,Mid,76,Analyst,75892,1.4,PDD0789,9,13.471201258044449,Jira,1.4
EMP0342,Market Analysis,Mid,72,Designer,50626,1.8,PDD0174,6,8.931554914046433,GitHub,1.8
EMP0343,Market Analysis,Junior,72,Project Manager,94542,4.7,PDD0226,9,13.423822603585668,Slack,4.8
EMP0344,Software Development,Senior,79,Designer,88605,3.5,PDD0538,7,10.462792815074206,Slack,3.3
EMP0345,Project Management,Mid,92,Analyst,67560,3.8,PDD0254,4,6.006421775201342,GitHub,3.8
EMP0346,Market Analysis,Junior,73,Developer,66840,2.4,PDD0118,10,15.036550501018974,Slack,2.4
EMP0347,Product Design,Mid,97,Analyst,141288,2.0,PDD0836,10,14.824605202409968,Jira,2.0
EMP0348,Software Development,Junior,65,Analyst,107704,2.8,PDD0153,4,6.133993326682519,Jira,2.7
EMP0349,Software Development,Junior,56,Designer,140397,2.4,PDD0424,1,1.4858209515441119,Slack,2.3
EMP0350,Software Development,Senior,72,Analyst,93286,4.8,PDD0160,9,13.656454905720896,Slack,4.7
EMP0351,Software Development,Junior,87,Project Manager,127950,1.7,PDD0062,6,9.055245694039565,GitHub,1.5
EMP0352,Market Analysis,Senior,80,Developer,115920,5.0,PDD0029,7,10.535403584625255,GitHub,5.0
EMP0353,Market Analysis,Junior,91,Project Manager,77668,4.6,PDD0982,2,3.118350409370543,Jira,4.8
EMP0354,Software Development,Junior,68,Analyst,50254,3.3,PDD0098,11,16.650838950419836,Jira,3.3
EMP0355,Market Analysis,Mid,96,Designer,81242,2.4,PDD0019,3,4.5015639144069075,Jira,2.5
EMP0356,Market Analysis,Senior,53,Designer,58305,3.9,PDD0178,4,6.1490366724058845,GitHub,3.8
EMP0357,Project Management,Mid,55,Project Manager,98345,2.9,PDD0326,3,4.513536740287663,GitHub,2.9
EMP0358,Product Design,Senior,68,Project Manager,123651,2.5,PDD0660,10,14.99177223895173,Slack,2.5
EMP0359,Project Management,Senior,76,Designer,138712,2.3,PDD0976,9,13.481924167366458,GitHub,2.3
EMP0360,Data Analysis,Mid,78,Project Manager,122260,1.3,PDD0609,8,11.873368755427204,Jira,1.4
EMP0361,Project Management,Senior,61,Analyst,65918,2.7,PDD0905,2,2.7405026141159365,Jira,2.7
EMP0362,Product Design,Senior,87,Developer,67646,2.0,PDD0342,9,13.439349138719013,GitHub,2.1
EMP0363,Product Design,Mid,62,Developer,55793,1.1,PDD0290,11,16.538845572021515,Jira,1.3
EMP0364,Project Management,Senior,77,Developer,87408,1.9,PDD0851,8,12.057071418241724,Slack,1.8
EMP0365,Project Management,Mid,54,Designer,119497,1.9,PDD0632,4,5.822759462935138,Jira,1.8
EMP0366,Data Analysis,Junior,95,Designer,124930,2.2,PDD0745,3,4.558546290119449,Slack,2.2
EMP0367,Software Development,Mid,95,Designer,79134,4.8,PDD0169,4,5.893732118147586,Jira,4.8
EMP0368,Product Design,Senior,66,Developer,134382,4.6,PDD0293,2,3.0964371988459476,GitHub,4.7
EMP0369,Software Development,Junior,76,Project Manager,122058,1.1,PDD0068,8,12.054552308079787,Slack,1.1
EMP0370,Data Analysis,Junior,75,Designer,95367,2.0,PDD0709,6,8.882744234223507,Slack,1.9
EMP0371,Market Analysis,Junior,53,Designer,147483,2.8,PDD0704,10,14.948157825486804,GitHub,2.6
EMP0372,Market Analysis,Mid,57,Analyst,139542,2.1,PDD0332,1,1.3638435512065288,Slack,2.1
EMP0373,Software Development,Mid,75,Designer,73596,2.6,PDD0609,7,10.575995485707734,Jira,2.7
EMP0374,Project Management,Junior,82,Designer,91504,4.3,PDD0051,4,5.998696023556328,Slack,4.2
EMP0375,Product Design,Senior,61,Developer,137007,3.3,PDD0059,11,16.465189728425905,Slack,3.3
EMP0376,Software Development,Senior,62,Developer,141698,2.7,PDD0969,4,5.953435234916367,Jira,2.8
EMP0377,Project Management,Junior,70,Analyst,119252,2.9,PDD0959,5,7.650296143402294,Slack,2.7
EMP0378,Data Analysis,Senior,86,Developer,108661,2.1,PDD0639,11,16.510034352937907,Slack,2.2
EMP0379,Project Management,Senior,74,Project Manager,68052,1.8,PDD0172,8,12.075340356880425,GitHub,2.0
EMP0380,Data Analysis,Mid,88,Project Manager,74631,1.8,PDD0888,10,15.003825107250416,Jira,1.7
EMP0381,Software Development,Senior,52,Developer,120480,4.2,PDD0605,2,2.973225458683649,Slack,4.3
EMP0382,Market Analysis,Mid,68,Designer,64936,1.8,PDD0478,7,10.725091045107819,Slack,1.8
EMP0383,Product Design,Junior,56,Analyst,76520,4.6,PDD0093,9,13.377711710561165,Jira,4.6
EMP0384,Software Development,Senior,66,Designer,101650,2.8,PDD0685,8,11.909320743959606,GitHub,2.6
EMP0385,Market Analysis,Senior,62,Designer,94323,3.1,PDD0180,10,15.018282210378969,Slack,3.1
EMP0386,Data Analysis,Mid,73,Analyst,141511,3.4,PDD0529,10,14.852985027847438,GitHub,3.4
EMP0387,Product Design,Mid,94,Developer,69931,2.2,PDD0547,2,2.8370584427751537,Jira,2.3
EMP0388,Project Management,Junior,57,Analyst,79575,4.6,PDD0013,4,5.979524802803679,Jira,4.6
EMP0389,Software Development,Junior,57,Project Manager,53902,3.4,PDD0046,1,1.4036652252519135,Jira,3.3
EMP0390,Project Management,Senior,94,Designer,125362,4.6,PDD0932,4,6.105478224882616,GitHub,4.5
EMP0391,Product Design,Mid,51,Project Manager,63288,3.0,PDD0004,5,7.564274512792417,GitHub,3.0
EMP0392,Software Development,Mid,79,Analyst,69304,1.2,PDD0829,6,9.048652306327025,Slack,1.2
EMP0393,Software Development,Senior,52,Developer,119225,1.1,PDD0193,2,3.023941498984402,GitHub,1.2
EMP0394,Project Management,Mid,94,Analyst,57545,2.2,PDD0486,5,7.30770721467916,Jira,2.1
EMP0395,Project Management,Mid,75,Project Manager,96897,4.4,PDD0043,5,7.468377746139071,Jira,4.3
EMP0396,Market Analysis,Mid,66,Project Manager,77548,2.1,PDD0795,4,6.110449792497947,Jira,2.2
EMP0397,Project Management,Mid,87,Designer,99090,2.9,PDD0732,8,11.94260560437214,Slack,3.0
EMP0398,Data Analysis,Senior,52,Designer,136315,1.8,PDD0089,10,15.201896219249804,Jira,1.9
EMP0399,Market Analysis,Junior,82,Designer,82984,4.0,PDD0984,7,10.58139157491824,Slack,3.8
EMP0400,Project Management,Junior,79,Designer,52817,3.7,PDD0450,11,16.59073158298464,Jira,3.6
EMP0401,Software Development,Senior,64,Developer,115643,4.6,PDD0791,11,16.52287946238065,Slack,4.6
EMP0402,Project Management,Junior,57,Analyst,93368,2.4,PDD0307,2,3.0945045331712313,Slack,2.4
EMP0403,Product Design,Mid,79,Analyst,72881,4.9,PDD0342,8,11.953741994084199,GitHub,4.8
EMP0404,Market Analysis,Senior,72,Analyst,75742,4.5,PDD0338,8,12.145283062610286,Jira,4.6
EMP0405,Software Development,Junior,61,Developer,87606,2.8,PDD0184,5,7.3677249884000675,Slack,2.8
EMP0406,Project Management,Mid,88,Analyst,72438,4.4,PDD0820,7,10.37587075781474,Slack,4.4
EMP0407,Product Design,Junior,97,Analyst,67831,2.7,PDD0054,4,5.9782660560825365,Jira,2.7
EMP0408,Market Analysis,Senior,57,Developer,149502,4.2,PDD0144,5,7.380891605375618,Jira,4.1
EMP0409,Market Analysis,Junior,58,Designer,92187,2.4,PDD0224,3,4.376889850217097,Jira,2.5
EMP0410,Market Analysis,Junior,57,Designer,103747,2.0,PDD0323,4,6.02818496035225,Jira,2.0
EMP0411,Software Development,Junior,87,Developer,107651,4.0,PDD0769,4,5.938152571696954,GitHub,3.9
EMP0412,Project Management,Senior,82,Developer,62119,4.9,PDD0610,7,10.541974913361441,GitHub,4.9
EMP0413,Software Development,Mid,97,Designer,68053,3.9,PDD0493,10,15.199928096784731,Slack,3.9
EMP0414,Data Analysis,Senior,82,Developer,53769,4.9,PDD0922,10,14.922320556365595,Slack,4.8
EMP0415,Project Management,Junior,94,Analyst,122921,4.7,PDD0872,10,15.130217596374637,Jira,4.7
EMP0416,Data Analysis,Senior,60,Project Manager,109010,2.7,PDD0444,1,1.4850207822593857,GitHub,2.7
EMP0417,Project Management,Junior,72,Project Manager,117935,3.0,PDD0494,7,10.527961402662253,GitHub,3.0
EMP0418,Market Analysis,Mid,92,Analyst,130045,1.8,PDD0966,5,7.6366595427283634,GitHub,2.0
EMP0419,Software Development,Mid,92,Developer,68577,2.8,PDD0300,8,12.21405770776432,Slack,2.8
EMP0420,Data Analysis,Junior,74,Designer,110599,4.1,PDD0548,11,16.53801188440552,GitHub,4.2
EMP0421,Market Analysis,Senior,64,Project Manager,117419,3.1,PDD0009,8,12.081876004753394,Slack,3.0
EMP0422,Market Analysis,Junior,59,Project Manager,88304,4.9,PDD0135,6,9.056692121472427,Jira,4.8
EMP0423,Data Analysis,Senior,69,Analyst,123872,1.5,PDD0543,3,4.656048213556376,Slack,1.6
EMP0424,Project Management,Senior,65,Designer,143983,3.0,PDD0929,2,3.0472065747114927,GitHub,2.8
EMP0425,Data Analysis,Junior,84,Project Manager,74651,3.1,PDD0310,9,13.558481992446358,Jira,3.0
EMP0426,Software Development,Mid,83,Analyst,52772,1.6,PDD0196,8,11.925300955172505,Slack,1.7
EMP0427,Product Design,Mid,70,Designer,124113,4.2,PDD0326,10,15.01696262609975,GitHub,4.2
EMP0428,Project Management,Senior,95,Developer,112617,4.3,PDD0715,5,7.452700256692869,Slack,4.3
EMP0429,Market Analysis,Junior,96,Analyst,52214,4.6,PDD0616,10,14.904218150484388,Slack,4.6
EMP0430,Data Analysis,Junior,89,Project Manager,66830,4.7,PDD0717,3,4.480588609450663,Jira,4.6
EMP0431,Product Design,Junior,50,Analyst,54496,4.0,PDD0329,7,10.412217349710335,GitHub,4.1
EMP0432,Data Analysis,Mid,74,Analyst,105411,4.4,PDD0563,11,16.32036124351736,Slack,4.5
EMP0433,Product Design,Mid,95,Project Manager,59315,1.3,PDD0382,2,2.934109209410176,Jira,1.2
EMP0434,Project Management,Senior,63,Developer,117617,2.5,PDD0658,5,7.556698070617315,GitHub,2.4
EMP0435,Data Analysis,Mid,68,Project Manager,147810,2.1,PDD0026,4,5.950940645963495,Jira,2.3
EMP0436,Data Analysis,Mid,57,Project Manager,144013,4.2,PDD0471,5,7.442189881175931,Slack,4.2
EMP0437,Product Design,Junior,90,Developer,56961,2.2,PDD0727,10,14.970430851739554,Jira,2.3
EMP0438,Software Development,Junior,64,Project Manager,83365,3.0,PDD0051,5,7.384572041759622,Slack,2.9
EMP0439,Market Analysis,Mid,93,Designer,63809,2.7,PDD0190,11,16.400924517368768,GitHub,2.6
EMP0440,Product Design,Senior,67,Designer,145020,4.0,PDD0389,1,1.4742727118989614,GitHub,4.0
EMP0441,Data Analysis,Junior,50,Project Manager,106038,3.3,PDD0138,11,16.528617990389638,GitHub,3.3
EMP0442,Product Design,Senior,96,Designer,91337,2.6,PDD0431,11,16.30252291037197,GitHub,2.6
EMP0443,Product Design,Mid,82,Analyst,129953,1.5,PDD0040,10,14.93589937465895,GitHub,1.3
EMP0444,Data Analysis,Mid,50,Designer,83650,1.7,PDD0723,8,11.855176284785061,Jira,1.6
EMP0445,Data Analysis,Junior,83,Designer,92839,3.9,PDD0840,2,2.9883239241667114,GitHub,3.8
EMP0446,Software Development,Junior,53,Analyst,101968,1.1,PDD0783,9,13.644754445231206,Jira,1.1
EMP0447,Software Development,Junior,66,Designer,135480,2.8,PDD0403,4,5.932505239316742,GitHub,2.8
EMP0448,Software Development,Junior,51,Project Manager,118929,3.9,PDD0836,8,11.94378332034965,Jira,3.9
EMP0449,Data Analysis,Mid,88,Analyst,73719,2.5,PDD0867,10,15.061692219900884,Slack,2.4
EMP0450,Project Management,Mid,59,Analyst,142311,3.6,PDD0165,3,4.6088817029237585,Slack,3.6
EMP0451,Software Development,Junior,91,Project Manager,57731,4.1,PDD0204,5,7.471879318239029,GitHub,4.1
EMP0452,Market Analysis,Senior,94,Project Manager,58193,4.5,PDD0799,11,16.617107466174204,Slack,4.6
EMP0453,Project Management,Junior,86,Project Manager,84714,1.9,PDD0848,1,1.3308731525334383,GitHub,1.9
EMP0454,Software Development,Junior,75,Designer,72209,3.8,PDD0960,6,9.171164321806376,Jira,3.7
EMP0455,Market Analysis,Junior,76,Designer,86182,3.2,PDD0488,8,12.059177434605333,Slack,3.1
EMP0456,Data Analysis,Senior,88,Designer,50957,2.8,PDD0341,4,5.873999303362548,Jira,2.9
EMP0457,Market Analysis,Junior,74,Project Manager,115311,2.7,PDD0183,1,1.3583917665574006,Slack,2.6
EMP0458,Software Development,Mid,78,Developer,64082,4.5,PDD0637,11,16.437064565468138,Slack,4.4
EMP0459,Product Design,Senior,95,Designer,146822,1.7,PDD0340,11,16.52672911403609,GitHub,1.7
EMP0460,Product Design,Mid,67,Developer,63082,4.1,PDD0828,11,16.649358735738076,Slack,4.2
EMP0461,Market Analysis,Senior,71,Analyst,77655,1.3,PDD0122,10,14.972921690088285,GitHub,1.3
EMP0462,Data Analysis,Senior,75,Project Manager,59488,3.2,PDD0178,10,15.017366702924297,Jira,3.2
EMP0463,Project Management,Junior,75,Project Manager,53692,1.6,PDD0918,8,12.127198119093666,Jira,1.7
EMP0464,Product Design,Mid,70,Analyst,85104,2.8,PDD0300,6,8.95291386647341,GitHub,2.7
EMP0465,Project Management,Senior,70,Designer,93336,2.9,PDD0325,10,15.053504989556542,Jira,3.0
EMP0466,Data Analysis,Mid,91,Designer,68529,3.9,PDD0648,8,12.058351647112035,GitHub,4.0
EMP0467,Product Design,Senior,57,Designer,99515,1.8,PDD0776,2,2.930021713039099,Slack,1.9
EMP0468,Data Analysis,Junior,51,Developer,121672,2.2,PDD0545,6,9.138563962654077,Jira,2.5
EMP0469,Software Development,Senior,95,Analyst,133434,3.0,PDD0987,2,2.941082765202709,GitHub,3.1
EMP0470,Project Management,Mid,83,Developer,82710,4.0,PDD0030,6,9.032613205983951,GitHub,4.1
EMP0471,Software Development,Mid,61,Designer,80607,3.2,PDD0604,6,9.014608068769698,Slack,3.1
EMP0472,Data Analysis,Mid,98,Developer,72362,4.2,PDD0488,10,14.876537768867584,Jira,4.3
EMP0473,Data Analysis,Mid,67,Analyst,137118,3.6,PDD0755,7,10.354319224123273,Slack,3.8
EMP0474,Market Analysis,Senior,66,Designer,91279,4.7,PDD0722,1,1.7561054608465947,Jira,4.6
EMP0475,Market Analysis,Senior,64,Developer,102311,3.7,PDD0507,1,1.5444569730526387,Jira,3.8
EMP0476,Product Design,Senior,52,Analyst,127168,2.4,PDD0122,1,1.6637117962285202,Slack,2.5
